time	V(vout)
Step Information: X=494.1  (Run: 6/6)
4.237779641398870e-003	4.164378e+002
4.237819163264028e-003	4.164315e+002
4.237898206994344e-003	4.164834e+002
4.237898231846152e-003	4.164834e+002
4.237898977400393e-003	4.164853e+002
4.237899772658250e-003	4.164873e+002
4.237901363173963e-003	4.164914e+002
4.237904544205390e-003	4.164996e+002
4.237910906268244e-003	4.165160e+002
4.237923630393951e-003	4.165488e+002
4.237949078645365e-003	4.166145e+002
4.237950644309221e-003	4.166186e+002
4.237952234824885e-003	4.166227e+002
4.237955415856212e-003	4.166309e+002
4.237961777918867e-003	4.166472e+002
4.237974651159797e-003	4.166804e+002
4.238000000000000e-003	4.167455e+002
4.240000000000000e-003	4.214721e+002
4.240025000000000e-003	4.215259e+002
4.240074999999999e-003	4.216119e+002
4.240150000000001e-003	4.216565e+002
4.240250000000000e-003	4.216159e+002
4.247750000000001e-003	4.163164e+002
4.247775000000001e-003	4.162988e+002
4.247825000000000e-003	4.162882e+002
4.247900000000001e-003	4.163335e+002
4.247900024414063e-003	4.163335e+002
4.247900756835938e-003	4.163354e+002
4.247901538085938e-003	4.163374e+002
4.247903100585938e-003	4.163414e+002
4.247906225585938e-003	4.163494e+002
4.247912475585938e-003	4.163655e+002
4.247924975585939e-003	4.163978e+002
4.247949975585938e-003	4.164624e+002
4.247951513671839e-003	4.164664e+002
4.247953076171802e-003	4.164704e+002
4.247956201171728e-003	4.164785e+002
4.247962451171579e-003	4.164946e+002
4.247975097659230e-003	4.165271e+002
4.248000000000001e-003	4.165912e+002
4.250000000000000e-003	4.213200e+002
4.250024877308807e-003	4.213736e+002
4.250074631926421e-003	4.214590e+002
4.250150490764772e-003	4.215042e+002
4.250250000000001e-003	4.214641e+002
4.257750000000000e-003	4.161665e+002
4.257775000000000e-003	4.161490e+002
4.257825000000000e-003	4.161384e+002
4.257900000000000e-003	4.161837e+002
4.257900024414063e-003	4.161837e+002
4.257900756835938e-003	4.161856e+002
4.257901538085938e-003	4.161876e+002
4.257903100585938e-003	4.161916e+002
4.257906225585938e-003	4.161997e+002
4.257912475585938e-003	4.162158e+002
4.257924975585938e-003	4.162481e+002
4.257949975585938e-003	4.163127e+002
4.257951513671839e-003	4.163167e+002
4.257953076171802e-003	4.163207e+002
4.257956201171727e-003	4.163288e+002
4.257962451171578e-003	4.163449e+002
4.257975097659229e-003	4.163775e+002
4.258000000000001e-003	4.164416e+002
4.260000000000000e-003	4.211743e+002
4.260024877308807e-003	4.212279e+002
4.260074631926421e-003	4.213134e+002
4.260150490764772e-003	4.213587e+002
4.260250000000000e-003	4.213187e+002
4.267750000000001e-003	4.160229e+002
4.267775000000001e-003	4.160054e+002
4.267825000000000e-003	4.159948e+002
4.267900000000001e-003	4.160402e+002
4.267900024414064e-003	4.160403e+002
4.267900756835938e-003	4.160421e+002
4.267901538085938e-003	4.160442e+002
4.267903100585938e-003	4.160482e+002
4.267906225585938e-003	4.160562e+002
4.267912475585938e-003	4.160724e+002
4.267924975585939e-003	4.161047e+002
4.267949975585939e-003	4.161693e+002
4.267951513671894e-003	4.161733e+002
4.267953076171912e-003	4.161774e+002
4.267956201171949e-003	4.161854e+002
4.267962451172022e-003	4.162015e+002
4.267975097654791e-003	4.162342e+002
4.268000000000001e-003	4.162983e+002
4.270000000000000e-003	4.210353e+002
4.270017256197861e-003	4.210726e+002
4.270051768593582e-003	4.211457e+002
4.270120793385024e-003	4.212557e+002
4.270250000000001e-003	4.213667e+002
4.277750000000000e-003	4.160703e+002
4.277759880466290e-003	4.160634e+002
4.277779641398870e-003	4.160495e+002
4.277819163264028e-003	4.160432e+002
4.277898206994344e-003	4.160951e+002
4.277898231846152e-003	4.160952e+002
4.277898977400393e-003	4.160970e+002
4.277899772658250e-003	4.160991e+002
4.277901363173963e-003	4.161031e+002
4.277904544205390e-003	4.161113e+002
4.277910906268244e-003	4.161277e+002
4.277923630393951e-003	4.161606e+002
4.277949078645365e-003	4.162263e+002
4.277950644309221e-003	4.162304e+002
4.277952234824885e-003	4.162345e+002
4.277955415856212e-003	4.162427e+002
4.277961777918867e-003	4.162591e+002
4.277974651159797e-003	4.162922e+002
4.278000000000001e-003	4.163574e+002
4.280000000000000e-003	4.210869e+002
4.280025000000000e-003	4.211408e+002
4.280075000000000e-003	4.212268e+002
4.280150000000000e-003	4.212715e+002
4.280250000000000e-003	4.212310e+002
4.287750000000000e-003	4.159363e+002
4.287775000000000e-003	4.159188e+002
4.287824999999999e-003	4.159082e+002
4.287900000000000e-003	4.159536e+002
4.287900024414063e-003	4.159536e+002
4.287900756835938e-003	4.159555e+002
4.287901538085937e-003	4.159575e+002
4.287903100585937e-003	4.159615e+002
4.287906225585937e-003	4.159695e+002
4.287912475585937e-003	4.159857e+002
4.287924975585938e-003	4.160179e+002
4.287949975585938e-003	4.160826e+002
4.287951513671893e-003	4.160865e+002
4.287953076171911e-003	4.160906e+002
4.287956201171948e-003	4.160986e+002
4.287962451172021e-003	4.161147e+002
4.287975097654790e-003	4.161473e+002
4.288000000000000e-003	4.162114e+002
